adv	#ϣⲁⲉⲛⲉϩ	#ϣⲁⲉⲛⲉϩ
adv	[.......]	ⲛⲧⲉⲩⲛⲟⲩ
adv	[ⲁ]ⲗⲗⲁ	ⲁⲗⲗⲁ
adv	[ⲁ]ⲩⲱ	ⲁⲩⲱ
adv	[ⲁⲩⲱ	ⲁⲩⲱ
adv	[ⲉ]ϣϫⲉ	ⲉϣϫⲉ
adv	[ⲉ]ⲃⲟⲗ	ⲉⲃⲟⲗ
adv	[ⲉ]ⲡⲁϩⲟⲩ	ⲉⲡⲁϩⲟⲩ
adv	[ⲉϣϫⲉ	ⲉϣϫⲉ
adv	[ⲉⲃⲟ]ⲗ	ⲉⲃⲟⲗ
adv	[ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
adv	[ⲉⲡ]ⲧⲏⲣϥ	ⲉⲡⲧⲏⲣϥ
adv	[ⲉⲡⲁϩⲟ]ⲩ	ⲉⲡⲁϩⲟⲩ
adv	[ⲏ	ⲏ
adv	[ⲙ]ⲙⲁⲩ	ⲙⲙⲁⲩ
adv	[ⲙⲁⲗⲗⲟⲛ]	ⲙⲁⲗⲗⲟⲛ
adv	[ⲙⲙ]ⲁⲩ	ⲙⲙⲁⲩ
adv	ϣⲁϩⲟⲩⲛ	ϣⲁϩⲟⲩⲛ
adv	ϣⲁϩⲣⲁⲉⲓ	ϣⲁϩⲣⲁⲓ
adv	ϣⲁϩⲣⲁⲓ	ϣⲁϩⲣⲁⲓ
adv	ϣⲁⲁϩⲟⲩⲛ	ϣⲁϩⲟⲩⲛ
adv	ϣⲁⲁϩⲣⲁⲓ	ϣⲁϩⲣⲁⲓ
adv	ϣⲁⲁⲃⲟⲗ	ϣⲁⲃⲟⲗ
adv	ϣⲁⲃⲟⲗ	ϣⲁⲃⲟⲗ
adv	ϣⲁⲉϩⲣⲁⲉⲓ	ϣⲁⲉϩⲣⲁⲓ
adv	ϣⲁⲉϩⲣⲁⲓ	ϣⲁⲉϩⲣⲁⲓ
adv	ϣⲁⲡⲉⲓⲙⲁ	ϣⲁⲡⲉⲓⲙⲁ
adv	ϣⲁⲧⲛⲁⲩ	ϣⲁⲧⲛⲁⲩ
adv	ϣⲉⲓⲛⲁ	ϣⲓⲛⲁ
adv	ϣⲓⲛⲁ	ϣⲓⲛⲁ
adv	ϣⲱⲇⲉ	ⲉϣⲱⲡⲉ
adv	ϩⲁϩⲛⲥⲟⲡ	ϩⲁϩⲛⲥⲟⲡ
adv	ϩⲁⲃⲟⲗ	ϩⲁⲃⲟⲗ
adv	ϩⲁⲙ[ⲟⲓ	ϩⲁⲙⲟⲓ
adv	ϩⲁⲙⲁ	ϩⲁⲙⲁ
adv	ϩⲁⲙⲟⲉⲓ	ϩⲁⲙⲟⲓ
adv	ϩⲁⲙⲟⲓ	ϩⲁⲙⲟⲓ
adv	ϩⲁⲡⲉⲥⲏⲧ	ϩⲁⲡⲉⲥⲏⲧ
adv	ϩⲁⲡⲗⲱⲥ	ϩⲁⲡⲗⲱⲥ
adv	ϩⲉⲓϩⲟⲩⲛ	ϩⲓϩⲟⲩⲛ
adv	ϩⲉⲓⲃⲟⲗ	ϩⲓⲃⲟⲗ
adv	ϩⲉⲓⲛⲁ	ϩⲓⲛⲁ
adv	ϩⲉⲓⲛⲁⲉⲓ	ϩⲓⲛⲁⲓ
adv	ϩⲉⲓⲛⲁⲓ	ϩⲓⲛⲁⲓ
adv	ϩⲉⲛⲟⲩϣⲉⲡϩⲙⲟⲧ	ϩⲉⲛⲟⲩϣⲉⲡϩⲙⲟⲧ
adv	ϩⲉⲛⲟⲩϣⲡϩⲙⲟⲧ	ϩⲉⲛⲟⲩϣⲡϩⲙⲟⲧ
adv	ϩⲉⲛⲟⲩϩⲙⲟⲧ	ϩⲉⲛⲟⲩϩⲙⲟⲧ
adv	ϩⲉⲛⲟⲩϩⲱⲡ	ϩⲉⲛⲟⲩϩⲱⲡ
adv	ϩⲉⲛⲟⲩϫⲱⲕ	ϩⲉⲛⲟⲩϫⲱⲕ
adv	ϩⲉⲛⲟⲩϭⲉⲡⲏ	ϩⲉⲛⲟⲩϭⲉⲡⲏ
adv	ϩⲉⲛⲟⲩⲡⲉⲑⲏⲡ	ϩⲉⲛⲟⲩⲡⲉⲑⲏⲡ
adv	ϩⲉⲛⲥⲟⲡ	ϩⲉⲛⲥⲟⲡ
adv	ϩⲉⲱⲥ	ϩⲉⲱⲥ
adv	ϩⲓϩⲟⲩⲛ	ϩⲓϩⲟⲩⲛ
adv	ϩⲓⲃⲟⲗ	ϩⲓⲃⲟⲗ
adv	ϩⲓⲛⲁ	ϩⲓⲛⲁ
adv	ϩⲓⲛⲁⲉⲓ	ϩⲓⲛⲁⲓ
adv	ϩⲓⲛⲁⲓ	ϩⲓⲛⲁⲓ
adv	ϩⲓⲟⲙⲟⲓⲱⲥ	ϩⲟⲙⲟⲓⲱⲥ
adv	ϩⲙⲙⲁⲛⲉⲓⲙ	ϩⲙⲙⲁⲛⲓⲙ
adv	ϩⲙⲙⲁⲛⲓⲙ	ϩⲙⲙⲁⲛⲓⲙ
adv	ϩⲙⲡⲉϩⲟⲟⲩⲙⲛⲧⲉⲩϣⲏ	ϩⲙⲡⲉϩⲟⲟⲩⲙⲛⲧⲉⲩϣⲏ
adv	ϩⲙⲡⲉⲓⲙⲁ	ϩⲙⲡⲉⲓⲙⲁ
adv	ϩⲙⲡⲉⲓⲟⲩⲟⲉⲓϣ	ϩⲙⲡⲉⲓⲟⲩⲟⲉⲓϣ
adv	ϩⲙⲡⲉⲟⲩⲟⲉⲓϣⲉⲧⲙⲙⲁⲩ	ϩⲙⲡⲉⲟⲩⲟⲉⲓϣⲉⲧⲙⲙⲁⲩ
adv	ϩⲙⲡⲓⲟⲩⲟⲉⲓϣ	ϩⲙⲡⲓⲟⲩⲟⲉⲓϣ
adv	ϩⲙⲡⲙⲁⲉⲧⲙⲙⲁⲩ	ϩⲙⲡⲙⲁⲉⲧⲙⲙⲁⲩ
adv	ϩⲙⲡⲥⲁⲥⲛⲁⲩ	ϩⲙⲡⲥⲁⲥⲛⲁⲩ
adv	ϩⲛⲉⲩϭⲉⲡⲏ	ϩⲛⲟⲩϭⲉⲡⲏ
adv	ϩⲛⲕⲉⲙⲁ	ϩⲛⲕⲉⲙⲁ
adv	ϩⲛⲟⲩϣⲉⲡϩⲙⲟⲧ	ϩⲛⲟⲩϣⲉⲡϩⲙⲟⲧ
adv	ϩⲛⲟⲩϣⲡϩⲙⲟⲧ	ϩⲛⲟⲩϣⲡϩⲙⲟⲧ
adv	ϩⲛⲟⲩϣⲡⲉⲛϣⲱⲡ	ϩⲛⲟⲩϣⲡⲉⲛϣⲱⲡ
adv	ϩⲛⲟⲩϣⲡⲛϣⲱⲡ	ϩⲛⲟⲩϣⲡⲛϣⲱⲡ
adv	ϩⲛⲟⲩϩⲙⲟⲧ	ϩⲛⲟⲩϩⲙⲟⲧ
adv	ϩⲛⲟⲩϩⲱⲡ	ϩⲛⲟⲩϩⲱⲡ
adv	ϩⲛⲟⲩϫⲱⲕ	ϩⲛⲟⲩϫⲱⲕ
adv	ϩⲛⲟⲩϭⲉⲡⲏ	ϩⲛⲟⲩϭⲉⲡⲏ
adv	ϩⲛⲟⲩⲙⲉ	ϩⲛⲟⲩⲙⲉ
adv	ϩⲛⲟⲩⲟⲩⲱⲛϩⲉⲃⲟⲗ	ϩⲛⲟⲩⲟⲩⲱⲛϩⲉⲃⲟⲗ
adv	ϩⲛⲧⲉⲩϣⲏ	ϩⲛⲧⲉⲩϣⲏ
adv	ϩⲛⲧⲉⲩⲛⲟⲩ	ϩⲛⲧⲉⲩⲛⲟⲩ
adv	ϩⲛⲧⲉⲩⲛⲟⲩⲉⲧⲙⲙⲁⲩ	ϩⲛⲧⲉⲩⲛⲟⲩⲉⲧⲙⲙⲁⲩ
adv	ϩⲟⲗⲟⲥ	ϩⲟⲗⲟⲥ
adv	ϩⲟⲗⲱⲥ	ϩⲟⲗⲱⲥ
adv	ϩⲟⲙ[ⲟⲓ]ⲱⲥ	ϩⲟⲙⲟⲓⲱⲥ
adv	ϩⲟⲙⲟⲉⲓⲱⲥ	ϩⲟⲙⲟⲓⲱⲥ
adv	ϩⲟⲙⲟⲓⲱⲥ	ϩⲟⲙⲟⲓⲱⲥ
adv	ϩⲟⲙⲱⲥ	ϩⲟⲙⲱⲥ
adv	ϩⲟⲡⲟⲧⲉ	ϩⲟⲡⲟⲧⲉ
adv	ϩⲟⲡⲟⲩ	ϩⲟⲡⲟⲩ
adv	ϩⲟⲡⲱⲥ	ϩⲟⲡⲱⲥ
adv	ϩⲟⲧⲁⲛ	ϩⲟⲧⲁⲛ
adv	ϩⲟⲧⲉⲓ	ϩⲟⲧⲓ
adv	ϩⲟⲧⲓ	ϩⲟⲧⲓ
adv	ϩⲣⲁⲉⲓ	ϩⲣⲁⲉⲓ
adv	ϩⲱ[ⲱ]	ϩⲱⲱ
adv	ϩⲱⲗⲟⲥ	ϩⲱⲗⲟⲥ
adv	ϩⲱⲗⲱⲥ	ϩⲱⲗⲱⲥ
adv	ϩⲱⲙⲟⲉⲓⲱⲥ	ϩⲱⲙⲟⲓⲱⲥ
adv	ϩⲱⲙⲟⲓⲱⲥ	ϩⲱⲙⲟⲓⲱⲥ
adv	ϩⲱⲥⲇⲉ	ϩⲱⲥⲧⲉ
adv	ϩⲱⲥⲧⲉ	ϩⲱⲥⲧⲉ
adv	ϩⲱⲱ	ϩⲱⲱ
adv	ϫⲉ[ⲕⲁⲥ]	ϫⲉⲕⲁⲥ
adv	ϫⲉⲓⲛ	ϫⲓⲛ
adv	ϫⲉⲓⲛϣⲟⲣⲡ	ϫⲓⲛϣⲟⲣⲡ
adv	ϫⲉⲓⲛⲉ	ϫⲓⲛ
adv	ϫⲉⲓⲛⲉϣⲟⲣⲡ	ϫⲓⲛϣⲟⲣⲡ
adv	ϫⲉⲓⲛⲉⲡⲉⲩⲟⲉⲓϣ	ϫⲓⲛⲉⲡⲉⲩⲟⲉⲓϣ
adv	ϫⲉⲓⲛⲉⲡⲉⲩⲟⲉⲓϣⲉⲧⲙⲙⲁⲩ	ϫⲓⲛⲉⲡⲉⲩⲟⲉⲓϣⲉⲧⲙⲙⲁⲩ
adv	ϫⲉⲓⲛⲙⲙⲟⲛ	ϫⲓⲛⲙⲙⲟⲛ
adv	ϫⲉⲓⲛⲛϣⲟⲣⲡ	ϫⲓⲛⲛϣⲟⲣⲡ
adv	ϫⲉⲓⲛⲧⲁ	ϫⲓⲛⲧⲁ
adv	ϫⲉⲓⲛⲧⲉⲛⲟⲩ	ϫⲓⲛⲧⲉⲛⲟⲩ
adv	ϫⲉⲕⲁⲁⲥ	ϫⲉⲕⲁⲁⲥ
adv	ϫⲉⲕⲁⲥ	ϫⲉⲕⲁⲥ
adv	ϫⲉⲛⲙⲙⲟⲛ	ϫⲉⲛⲙⲙⲟⲛ
adv	ϫⲓⲛ	ϫⲓⲛ
adv	ϫⲓⲛϣⲟⲣⲡ	ϫⲓⲛϣⲟⲣⲡ
adv	ϫⲓⲛⲉⲛϣⲟⲣⲡ	ϫⲓⲛⲛϣⲟⲣⲡ
adv	ϫⲓⲛⲉⲡⲉⲩⲟⲉⲓϣ	ϫⲓⲛⲉⲡⲉⲩⲟⲉⲓϣ
adv	ϫⲓⲛⲉⲡⲉⲩⲟⲉⲓϣⲉⲧⲙⲙⲁⲩ	ϫⲓⲛⲉⲡⲉⲩⲟⲉⲓϣⲉⲧⲙⲙⲁⲩ
adv	ϫⲓⲛⲙⲙⲟⲛ	ϫⲓⲛⲙⲙⲟⲛ
adv	ϫⲓⲛⲛϣⲟ[ⲣⲡ	ϫⲓⲛⲛϣⲟⲣⲡ
adv	ϫⲓⲛⲛϣⲟⲣⲡ	ϫⲓⲛⲛϣⲟⲣⲡ
adv	ϫⲓⲛⲧ	ϫⲓⲛ
adv	ϫⲓⲛⲧⲁ	ϫⲓⲛⲧⲁ
adv	ϫⲓⲛⲧⲉⲛⲟⲩ	ϫⲓⲛⲧⲉⲛⲟⲩ
adv	ϫⲓ⳯	ϫⲓⲛ
adv	ϫⲓ⳯ⲛϣⲟⲣⲡ	ϫⲓⲛⲛϣⲟⲣⲡ
adv	ϫⲛ	ϫⲛ
adv	ϫⲛⲙⲙⲟⲛ	ϫⲛⲙⲙⲟⲛ
adv	ⲁ[ⲩ]ⲱ	ⲁⲩⲱ
adv	ⲁ[ⲩⲱ]	ⲁⲩⲱ
adv	ⲁ]ⲩⲱ	ⲁⲩⲱ
adv	ⲁ{ⲁ}ⲩⲱ	ⲁⲩⲱ
adv	ⲁϫⲛⲱϫⲛ	ⲁϫⲛⲱϫⲛ
adv	ⲁⲅⲣⲁⲫⲟⲥ	ⲁⲅⲣⲁⲫⲟⲥ
adv	ⲁⲇⲉⲓⲕⲱⲥ	ⲁⲇⲓⲕⲱⲥ
adv	ⲁⲇⲓⲕⲱⲥ	ⲁⲇⲓⲕⲱⲥ
adv	ⲁⲕⲙⲏⲛ	ⲁⲕⲙⲏⲛ
adv	ⲁⲕⲣⲉⲓⲃⲱⲥ	ⲁⲕⲣⲓⲃⲱⲥ
adv	ⲁⲕⲣⲓⲃⲱⲥ	ⲁⲕⲣⲓⲃⲱⲥ
adv	ⲁⲗⲏⲑⲱⲥ	ⲁⲗⲏⲑⲱⲥ
adv	ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
adv	ⲁⲛⲉⲡⲉⲓⲕⲱⲗⲩⲧⲏⲥ	ⲁⲛⲉⲡⲓⲕⲱⲗⲩⲧⲏⲥ
adv	ⲁⲛⲉⲡⲓⲕⲱⲗⲩⲧⲏⲥ	ⲁⲛⲉⲡⲓⲕⲱⲗⲩⲧⲏⲥ
adv	ⲁⲡⲁⲩⲥⲧⲱⲥ	ⲁⲡⲁⲩⲥⲧⲱⲥ
adv	ⲁⲡⲟⲙⲉⲣⲟⲩⲥ	ⲁⲡⲟⲙⲉⲣⲟⲩⲥ
adv	ⲁⲡⲟⲥⲧⲏⲑⲟⲩⲥ	ⲁⲡⲟⲥⲧⲏⲑⲟⲩⲥ
adv	ⲁⲣⲁ	ⲁⲣⲁ
adv	ⲁⲣⲏⲩ	ⲁⲣⲏⲩ
adv	ⲁⲥⲫⲁⲗⲱⲥ	ⲁⲥⲫⲁⲗⲱⲥ
adv	ⲁⲩ[ⲩ]ⲱ	ⲁⲩⲱ
adv	ⲁⲩ[ⲱ	ⲁⲩⲱ
adv	ⲁⲩⲱ	ⲁⲩⲱ
adv	ⲁⲩⲱⲁⲩⲱ	ⲁⲩⲱ
adv	ⲃⲃⲟⲗ	ⲉⲃⲟⲗ
adv	ⲃⲉⲣⲉⲧⲱⲥ	ⲃⲉⲣⲉⲧⲱⲥ
adv	ⲅⲁⲣ	ⲅⲁⲣ
adv	ⲇⲉⲓⲁⲧⲟⲩⲧⲟ	ⲇⲓⲁⲧⲟⲩⲧⲟ
adv	ⲇⲉⲓⲕⲁⲉⲓⲱⲥ	ⲇⲓⲕⲁⲓⲱⲥ
adv	ⲇⲉⲓⲕⲁⲓⲱⲥ	ⲇⲓⲕⲁⲓⲱⲥ
adv	ⲇⲉⲛⲟⲩ	ⲧⲉⲛⲟⲩ
adv	ⲇⲉⲩⲧⲉⲣⲟⲛ	ⲇⲉⲩⲧⲉⲣⲟⲛ
adv	ⲇⲓⲁⲧⲟⲩⲧⲟ	ⲇⲓⲁⲧⲟⲩⲧⲟ
adv	ⲇⲓⲕⲁⲉⲓⲱⲥ	ⲇⲓⲕⲁⲓⲱⲥ
adv	ⲇⲓⲕⲁⲓⲱⲥ	ⲇⲓⲕⲁⲓⲱⲥ
adv	ⲉ[ϣⲱ]ⲡⲉ	ⲉϣⲱⲡⲉ
adv	ⲉ[ⲓⲧ]ⲉ	ⲉⲓⲧⲉ
adv	ⲉ]ⲡⲓⲇⲏ	ⲉⲡⲉⲓⲇⲏ
adv	ⲉϣϫⲉ	ⲉϣϫⲉ
adv	ⲉϣⲱⲡⲉ	ⲉϣⲱⲡⲉ
adv	ⲉϩⲟⲩ	ⲉϩⲟⲩⲉ
adv	ⲉϩⲟⲩⲉ	ⲉϩⲟⲩⲉ
adv	ⲉϯ	ⲉⲧⲓ
adv	ⲉⲃ[ⲟⲗ]	ⲉⲃⲟⲗ
adv	ⲉⲃ]ⲟⲗ	ⲉⲃⲟⲗ
adv	ⲉⲃⲟ[ⲗ]	ⲉⲃⲟⲗ
adv	ⲉⲃⲟ]ⲗ	ⲉⲃⲟⲗ
adv	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
adv	ⲉⲃⲟⲗ]	ⲉⲃⲟⲗ
adv	ⲉⲅⲅⲣⲁⲫⲱⲥ	ⲉⲅⲅⲣⲁⲫⲱⲥ
adv	ⲉⲉⲃⲟⲗ	ⲉⲃⲟⲗ
adv	ⲉⲓⲉ	ⲉⲓⲉ
adv	ⲉⲓⲕⲏ	ⲉⲓⲕⲏ
adv	ⲉⲓⲙⲏⲧⲉ	ⲉⲓⲙⲏⲧⲓ
adv	ⲉⲓⲙⲏⲧⲉⲓ	ⲉⲓⲙⲏⲧⲓ
adv	ⲉⲓⲙⲏⲧⲓ	ⲉⲓⲙⲏⲧⲓ
adv	ⲉⲓⲛⲁ	ⲓⲛⲁ
adv	ⲉⲓⲡⲉⲓⲇⲏ	ⲉⲡⲉⲓⲇⲏ
adv	ⲉⲓⲧⲁ	ⲉⲓⲧⲁ
adv	ⲉⲓⲧⲉ	ⲉⲓⲧⲉ
adv	ⲉⲙⲁ]ⲧⲉ	ⲉⲙⲁⲧⲉ
adv	ⲉⲙⲁϣⲟ	ⲉⲙⲁϣⲟ
adv	ⲉⲙⲁⲁⲧⲉ	ⲉⲙⲁⲧⲉ
adv	ⲉⲙⲁⲧⲉ	ⲉⲙⲁⲧⲉ
adv	ⲉⲙⲁⲧⲉ]	ⲉⲙⲁⲧⲉ
adv	ⲉⲙⲁⲩ	ⲙⲙⲁⲩ
adv	ⲉⲙⲏⲧⲧⲉⲓ	ⲉⲓⲙⲏⲧⲓ
adv	ⲉⲙⲏⲧⲧⲓ	ⲉⲓⲙⲏⲧⲓ
adv	ⲉⲙⲙⲟⲛ	ⲉⲙⲙⲟⲛ
adv	ⲉⲛⲉ	ⲉⲛⲉ
adv	ⲉⲛⲟⲩⲥⲟⲡ	ⲛⲟⲩⲥⲟⲡ
adv	ⲉⲝⲁⲡⲉⲓⲛⲁ	ⲉⲝⲁⲡⲓⲛⲁ
adv	ⲉⲝⲁⲡⲓⲛⲁ	ⲉⲝⲁⲡⲓⲛⲁ
adv	ⲉⲡϩⲁⲉ	ⲉⲡϩⲁⲉ
adv	ⲉⲡϫ[ⲓⲛ]ϫⲏ	ⲉⲡϫⲓⲛϫⲏ
adv	ⲉⲡϫⲉⲓⲛϫⲏ	ⲉⲡϫⲓⲛϫⲏ
adv	ⲉⲡϫⲓⲛϫⲏ	ⲉⲡϫⲓⲛϫⲏ
adv	ⲉⲡⲁϩⲟⲩ	ⲉⲡⲁϩⲟⲩ
adv	ⲉⲡⲁⲓⲇⲏ	ⲉⲡⲉⲓⲇⲏ
adv	ⲉⲡⲉϩⲟⲩⲟ	ⲉⲡⲉϩⲟⲩⲟ
adv	ⲉⲡⲉⲇⲏ	ⲉⲡⲉⲓⲇⲏ
adv	ⲉⲡⲉⲓ	ⲉⲡⲉⲓ
adv	ⲉⲡⲉⲓ[ⲇⲏ]	ⲉⲡⲉⲓⲇⲏ
adv	ⲉⲡⲉⲓⲇⲏ	ⲉⲡⲉⲓⲇⲏ
adv	ⲉⲡⲉⲓⲥⲁⲙⲛⲡⲁⲉⲓ	ⲉⲡⲉⲓⲥⲁⲙⲛⲡⲁⲓ
adv	ⲉⲡⲉⲓⲥⲁⲙⲛⲡⲁⲓ	ⲉⲡⲉⲓⲥⲁⲙⲛⲡⲁⲓ
adv	ⲉⲡⲉⲓⲧⲁ	ⲉⲡⲉⲓⲧⲁ
adv	ⲉⲡⲓⲇⲏ	ⲉⲡⲉⲓⲇⲏ
adv	ⲉⲡⲧⲏⲣϥ	ⲉⲡⲧⲏⲣϥ
adv	ⲉⲥϫⲉ	ⲉϣϫⲉ
adv	ⲉⲧⲉⲓ	ⲉⲧⲓ
adv	ⲉⲧⲉⲛⲟⲩ	ⲉⲧⲉⲛⲟⲩ
adv	ⲉⲧⲓ	ⲉⲧⲓ
adv	ⲉⲩⲅⲉ	ⲉⲩⲅⲉ
adv	ⲉⲩⲑⲉⲱⲥ	ⲉⲩⲑⲉⲱⲥ
adv	ⲉⲩⲑⲩⲥ	ⲉⲩⲑⲩⲥ
adv	ⲉⲩⲗⲟⲅⲱⲥ	ⲉⲩⲗⲟⲅⲱⲥ
adv	ⲉⲩⲧⲉ	ⲉⲓⲧⲉ
adv	ⲉⲩⲱ	ⲁⲩⲱ
adv	ⲉⲫⲟⲥⲟⲛ	ⲉⲫⲟⲥⲟⲛ
adv	ⲉⲱⲥ	ⲉⲱⲥ
adv	ⲏ	ⲏ
adv	ⲏ]	ⲏ
adv	ⲏⲇⲏ	ⲏⲇⲏ
adv	ⲏⲇⲏⲏⲇⲏ	ⲏⲇⲏ
adv	ⲏ⳱	ⲏ
adv	ⲓⲛⲁ	ⲓⲛⲁ
adv	ⲓⲛⲁⲓ	ⲓⲛⲁ
adv	ⲕⲁⲉⲓ	ⲕⲁⲓ
adv	ⲕⲁⲉⲓⲅⲁⲣ	ⲕⲁⲓⲅⲁⲣ
adv	ⲕⲁⲉⲓⲙⲏⲛ	ⲕⲁⲓⲙⲏⲛ
adv	ⲕⲁⲉⲓⲡⲉⲣ	ⲕⲁⲓⲡⲉⲣ
adv	ⲕⲁⲉⲓⲧⲟⲉⲓ	ⲕⲁⲓⲧⲟⲓ
adv	ⲕⲁⲉⲓⲧⲟⲓ	ⲕⲁⲓⲧⲟⲓ
adv	ⲕⲁⲑⲟⲧⲉⲓ	ⲕⲁⲑⲟⲧⲓ
adv	ⲕⲁⲑⲟⲧⲓ	ⲕⲁⲑⲟⲧⲓ
adv	ⲕⲁⲓ	ⲕⲁⲓ
adv	ⲕⲁⲓⲅⲁⲣ	ⲕⲁⲓⲅⲁⲣ
adv	ⲕⲁⲓⲙⲏⲛ	ⲕⲁⲓⲙⲏⲛ
adv	ⲕⲁⲓⲡⲉⲣ	ⲕⲁⲓⲡⲉⲣ
adv	ⲕⲁⲓⲧⲟⲉⲓ	ⲕⲁⲓⲧⲟⲓ
adv	ⲕⲁⲓⲧⲟⲓ	ⲕⲁⲓⲧⲟⲓ
adv	ⲕⲁⲕⲉⲓⲛⲕⲁⲕⲱⲥ	ⲕⲁⲕⲓⲛⲕⲁⲕⲱⲥ
adv	ⲕⲁⲕⲓⲛⲕⲁⲕⲱⲥ	ⲕⲁⲕⲓⲛⲕⲁⲕⲱⲥ
adv	ⲕⲁⲕⲱⲥ	ⲕⲁⲕⲱⲥ
adv	ⲕⲁⲗⲟⲥ	ⲕⲁⲗⲟⲥ
adv	ⲕⲁⲗⲱⲥ	ⲕⲁⲗⲱⲥ
adv	ⲕⲁⲛ	ⲕⲁⲛ
adv	ⲕⲁⲧⲁⲙⲁ	ⲕⲁⲧⲁⲙⲁ
adv	ⲕⲩⲣⲉⲓⲱⲥ	ⲕⲩⲣⲓⲱⲥ
adv	ⲕⲩⲣⲓⲱⲥ	ⲕⲩⲣⲓⲱⲥ
adv	ⲗⲟⲉⲓⲡⲟⲛ	ⲗⲟⲓⲡⲟⲛ
adv	ⲗⲟⲓⲡⲟⲛ	ⲗⲟⲓⲡⲟⲛ
adv	ⲗⲩⲕⲁⲟⲛⲉⲓⲥⲧⲉⲓ	ⲗⲩⲕⲁⲟⲛⲓⲥⲧⲓ
adv	ⲗⲩⲕⲁⲟⲛⲉⲓⲥⲧⲓ	ⲗⲩⲕⲁⲟⲛⲓⲥⲧⲓ
adv	ⲗⲩⲕⲁⲟⲛⲓⲥⲧⲉⲓ	ⲗⲩⲕⲁⲟⲛⲓⲥⲧⲓ
adv	ⲗⲩⲕⲁⲟⲛⲓⲥⲧⲓ	ⲗⲩⲕⲁⲟⲛⲓⲥⲧⲓ
adv	ⲙ[ⲙⲁ]ⲩ	ⲙⲙⲁⲩ
adv	ⲙ[ⲙⲁⲩ	ⲙⲙⲁⲩ
adv	ⲙ]ⲙⲁⲩ	ⲙⲙⲁⲩ
adv	ⲙⲁⲗⲉⲓⲥⲧⲁ	ⲙⲁⲗⲓⲥⲧⲁ
adv	ⲙⲁⲗⲓ[ⲥⲧⲁ	ⲙⲁⲗⲓⲥⲧⲁ
adv	ⲙⲁⲗⲓⲥⲧⲁ	ⲙⲁⲗⲓⲥⲧⲁ
adv	ⲙⲁⲗⲗⲟⲛ	ⲙⲁⲗⲗⲟⲛ
adv	ⲙⲉϣⲁⲕ	ⲙⲉϣⲁⲕ
